5176,3764
5168,3892
5284,4080
4026,3496
5228,4436
4760,3398
4608,3698
5124,4200
6402,5472
4944,4088
4536,2360
5542,4938
4672,3806
5152,4458
4186,3210
3402,2520
5260,4412
5472,4730
3720,3056
5068,4400
4954,4190
5368,4336
4860,3750
4344,3462
4810,4140
4062,3372
5332,4574
4518,3980
5698,4482
6188,4250
5412,4466
4552,3866
5390,4426
4936,3876
5556,4738
4396,4606
4814,4388
5088,4200
5090,4294
4434,2916
5130,3914
4640,3776
5150,4498
5342,4820
5426,4694
4630,3640
4106,3244
5374,4568
5496,4802
4486,3740
4840,3408
4422,3286
5250,4796
5822,4740
5218,3204
3964,3198
4568,3744
5194,4842
5098,3944
4498,3662
5122,4234
4078,3030
4668,4090
4052,3478
5904,4830
4002,3136
4276,3412
4692,4252
5396,4614
4954,4362
5778,4734
5184,4362
5206,4192
4716,3882
5228,4944
4186,3204
6096,5194
5096,2778
5366,4542
4308,3548
4806,4240
4922,4218
4850,4260
4868,4062
3862,3200
4596,2366
5032,4232
5920,5218
4474,3960
3816,2704
3794,2834
3088,3100
3934,3492
5312,4406
5440,3358
5364,4472
4800,3662
4174,3334
5566,4684
4754,4210
4596,3812
4634,3872
4126,3182
5400,4466
4352,2348
3952,3008
3448,2738
3850,3474
3870,2884
4982,3938
5254,4682
5154,4618
4938,4528
5744,4372
4902,4450
3886,2842
5334,4516
3990,3014
5776,4850
4120,3354
4964,4510
4770,3922
5806,5144
6628,4736
5796,5634
4694,4498
4928,3996
4204,3626
4786,3862
4960,4294
4176,3086
4940,4094
4962,3912
5712,4504
6660,6158
4828,4050
3916,2470
6078,5084
4630,3958
4632,3618
4506,2974
4546,3764
4836,4446
3432,3282
4962,4228
4600,3418
4594,3888
5712,3712
3936,3130
4764,4020
4888,4414
4932,3952
4896,3902
5420,4386
4102,3418
5334,5030
4728,4080
5132,4264
4616,3788
6212,5480
5568,4674
4932,3998
4966,4408
4618,3504
5032,4276
4406,3626
3986,3170
4122,3436
5102,3608
4314,3618
4006,2660
4968,4616
4206,2898
4780,4112
6116,4998
4366,4124
4204,3596
3720,2710
5462,3632
5296,4326
4318,3748
4062,2834
5846,4578
4464,3622
5214,4274
4772,3778
4778,4262
5018,3634
4788,3794
4068,3338
5432,4682
5068,4276
4494,2862
4172,3616
6234,4882
4628,4170
4880,3746
4764,3918
4528,3894
4848,4348
5452,4778
4804,2894
4950,3078
6740,5664
5848,4856
4214,3522
5082,4622
6256,5730
5008,4248
4942,2822
5004,4376
5184,4162
4490,3882
4570,3562
4086,3366
4106,3368
5608,5086
5794,5252
5482,4504
4958,4196
5038,4360
4806,4360
5860,5600
4914,4378
4466,3286
6114,5472
5476,5110
3950,3020
4162,3464
4874,3170
4758,3950
4666,2914
4936,4466
4874,3574
5374,4702
5494,4224
4024,2970
3610,2744
4678,3518
4532,3476
4210,3804
5842,4832
5868,5062
6280,5574
5066,4012
5536,4814
4580,4114
4788,4006
3820,2756
4132,3302
5658,5140
4290,4280
4820,4906
6742,6272
4546,3774
4344,3540
5646,4512
3650,2810
4202,3172
5316,4836
5862,5088
4462,3686
5446,4566
5512,4710
5322,4386
5078,4444
5092,4558
4902,3904
5580,4652
4560,3334
5336,4392
4920,3560
4830,3834
6066,5416
5698,5468
4558,3778
4194,3336
4332,3596
4966,3550
3948,3062
5006,3972
4130,3656
4654,3866
5402,4340
5262,4856
4532,3912
5398,4360
3258,2372
4876,4550
5762,4518
4182,3624
4058,3402
4962,4676
4810,4178
4414,3816
4202,3760
5172,4654
4808,4224
5118,3680
4712,3866
4778,4214
4152,2364
5488,4638
5268,4560
5876,5000
4136,3436
4496,3608
5820,4688
5872,5174
5282,4754
4384,3558
5302,4494
5030,4688
3996,4318
4096,3710
4460,4406
4760,4070
4468,3736
4554,3980
4852,4256
3392,2672
4360,3438
5166,4246
4708,4142
5238,3970
4542,2608
4720,4266
4866,3686
5522,3192
3740,2894
5346,5174
4860,3222
5024,4346
4526,4152
5294,4698
5564,4932
4934,4328
4036,3104
4616,4130
4812,3270
5308,3258
4780,3784
5332,4274
4138,3492
5036,4306
4528,3474
4452,3840
5156,4228
4130,3378
4424,3608
5424,4902
5458,4838
4414,3434
4196,2898
5562,5116
3446,2886
3636,2894
4994,4144
4740,4238
6144,4956
5138,4262
5034,4368
4938,4078
4480,3658
4478,3582
5784,5194
5156,3956
5494,4538
4740,3838
5516,3282
5476,4608
5352,4324
4580,4226
5044,4234
5308,4172
3396,1786
5126,3574
5104,3826
5816,5514
4866,3844
5304,3710
4578,3694
5470,4504
5300,4704
5934,4718
4780,3760
4822,4148
4672,3600
4436,3466
5542,4828
5200,4194
4964,4780
4828,3678
4992,4044
4626,2938
4824,4174
4364,3860
4974,3848
4288,3636
5168,2848
4910,4364
5548,5202
4818,3538
5022,3990
3568,2560
5364,4050
5012,4542
4624,3958
4906,3808
4294,3328
4970,3156
5176,5910
4594,3554
5462,4424
4678,4038
4636,3768
4020,1666
5100,4254
5470,4542
4458,3816
4726,3744
4668,3078
5730,4948
5442,5204
5020,3956
4928,4358
6068,5466
3526,2904
5622,4870
4358,3746
5366,4510
4710,4254
6382,5888
5386,4380
4698,3944
6306,5482
4882,3706
4874,4048
5276,3766
4912,3818
4840,3902
4488,3888
4482,3346
4336,3690
4578,3522
4708,3266
5360,3796
5490,4780
4784,4002
4086,3098
6724,4196
4716,3718
5144,4370
5966,5584
6374,5754
5564,4996
5602,4932
4308,3162
4734,3994
5248,4334
5128,4172
5068,4220
4484,3838
4398,3442
5172,4518
4154,3056
5008,4164
5146,4176
5160,4804
4182,3184
5090,4256
4374,3516
5490,4858
3654,3362
4316,3516
4708,3316
3512,2604
6426,6082
4994,4252
4508,3486
4358,3488
4760,4180
5126,4316
5320,4034
4476,3486
4056,3392
4864,2994
3832,2718
4520,4010
4160,3396
5122,4128
4930,4106
4336,3422
4970,4182
5344,4372
4472,4262
5158,4714
4698,3908
5924,5176
3992,3592
4532,3826
5270,4592
5578,4924
5148,4390
4750,3218
6198,5452
4882,4368
5568,4726
4680,3862
4024,2334
4350,3368
5526,4636
3868,3056
4900,4166
3890,3070
4116,3262
5872,4774
4526,3598
4116,3248
4662,3862
5354,5228
3544,2798
5224,4176
4624,3598
4170,3708
4926,3740
4688,3106
4694,3928
4892,4194
5312,4392
4170,3344
4706,3870
5022,4068
4520,3472
4906,3886
5206,4794
4224,3352
4994,3526
5020,4064
5020,4224
4534,3942
4912,4344
4068,3396
5106,3942
4946,4066
4968,3704
5188,4332
3956,2650
3698,2742
4036,3540
4884,4234
4278,3696
5572,4360
5220,3668
5102,4118
4634,4552
4654,3740
4352,3988
4532,3260
4948,4482
5262,5120
4546,3536
4466,3014
3816,2754
5468,3808
5300,5470
5678,4982
4410,3576
5018,3864
4318,3802
5158,4768
4322,3522
3890,3052
3476,1784
5822,5190
5356,4752
3782,2762
4184,3034
5056,4036
4058,3088
3592,1992
4766,4038
4478,3986
4926,3296
4744,4046
5046,3080
4256,3810
5514,4822
4766,4210
5492,4822
4282,3450
4200,3390
4220,3572
4384,3506
4294,3386
4610,4482
3792,2780
4450,3520
4226,4332
5822,4786
6312,6046
5526,4790
4704,3490
5046,4676
4516,3776
4138,3314
4482,3800
5002,4190
5140,4146
5694,4862
4676,4166
4942,4368
5582,5168
5010,4388
4040,3294
3828,2932
3320,2498
5168,4142
4814,4152
5300,3924
5164,3822
5608,4832
6016,4834
4578,3408
5196,3732
5910,5122
5108,4522
4464,3740
5796,5390
5066,3094
4282,3304
5332,4594
5114,3380
4684,4094
4690,3852
4038,2808
5292,4524
3992,3268
4224,3512
5392,4716
5756,5098
5604,4816
6048,5170
4526,3686
4936,4214
4710,4220
4658,4030
5846,5306
4956,3934
5324,4704
4876,4378
5004,4254
4860,2290
5208,4340
4964,3386
5204,4666
5180,4278
5306,4664
5558,4468
5680,4840
3828,2962
4616,4058
4416,3774
5026,4368
4324,3444
4694,3620
4670,4036
4884,4166
4976,4368
5430,3000
5802,4168
4910,3900
4992,3964
5090,3988
4576,3598
5122,2630
5288,4746
4472,3626
4356,3104
4340,3088
5180,4132
4388,4316
3396,2750
4754,4016
4904,4500
5280,4538
4900,3616
5136,4160
3852,3350
5482,4518
4372,3186
4550,3884
5418,4740
4568,3716
4676,5296
4188,3282
4876,4238
5136,4960
4478,3924
4540,3260
4774,3798
5982,5400
4930,3876
5082,4382
5804,4960
4346,3010
4558,3350
4522,3770
6454,6028
4764,4230
4156,3282
4094,2960
3612,2856
5064,4330
5938,4558
6802,6072
4642,3590
4968,4546
4384,3848
4602,4112
4954,3924
4298,3444
5216,4404
5122,4368
3620,2822
5418,4326
4170,3062
5146,4362
4304,3722
5198,4214
4054,3464
5278,3248
4674,3904
5636,4934
5242,4098
5046,4314
4390,3446
5244,4560
4102,3204
4640,3344
4712,3910
5356,4038
4936,3838
5664,4842
4374,3184
5366,4086
4352,3412
5990,5572
4586,3436
5734,4844
5878,5332
4656,3846
5218,4170
5438,3778
4354,3616
4270,2618
5606,4606
5552,4740
5144,3118
4492,3808
4806,4208
5668,4830
5074,3910
4814,3450
