1,3702,3506
1,3612,3674
1,4370,4080
1,4042,3188
1,4354,4020
1,4418,3930
1,4706,4530
1,3568,3586
1,3796,3348
1,4630,3702
1,3338,1776
1,4038,3920
1,4438,3906
1,3980,3802
1,3280,3302
1,2910,2892
1,4034,4218
1,4728,4636
1,3826,3476
1,4042,3668
1,5002,4960
1,4368,3822
1,3826,2590
1,3528,3948
1,3344,3252
1,3646,3678
1,4402,4546
1,4144,4076
1,2488,2552
1,4072,4462
1,3348,3572
1,3940,3912
1,5456,5862
1,3674,3584
1,3636,3614
1,5150,5274
1,4128,4306
1,4266,4394
1,4028,3862
1,2606,2170
1,4544,3844
1,4046,3738
1,2808,1720
1,3488,3356
1,3506,3860
1,4584,4624
1,3604,3830
1,3960,4036
1,4592,4366
1,4536,3536
