196
-62
290
854
334
488
176
-18
448
928
1562
118
532
178
-22
18
-184
92
350
374
42
546
1236
-420
92
-32
-144
68
-64
-390
-224
28
-406
90
22
-124
-178
-128
166
436
700
308
1088
132
-354
-40
-226
-76
226
1000
