1,512,400
1,721,800
1,860,400
1,354,200
1,517,400
1,384,200
1,448,600
1,706,800
1,434,200
1,670,400
1,436,0
1,496,200
1,511,400
1,512,200
1,374,200
1,396,400
1,438,400
1,548,600
1,474,200
1,397,200
1,599,600
1,551,400
1,396,0
1,367,400
1,584,600
1,433,400
1,502,600
1,431,400
1,408,400
1,523,600
1,539,600
1,477,400
1,815,1000
1,391,400
1,473,200
1,538,600
1,737,800
1,394,400
1,576,600
1,135,0
1,372,200
1,453,200
1,464,0
1,402,400
1,661,400
1,859,800
1,892,1000
1,362,400
1,573,400
1,743,600
