1,18
2,15
3,17
4,4
5,4
6,30
7,19
8,6
9,29
10,31
11,35
12,37
13,46
14,46
15,46
16,45
17,10
18,45
19,10
20,50
21,50
22,50
23,45
24,47
25,52
26,12
27,53
28,54
29,79
30,14
31,55
32,59
33,62
34,14
35,60
36,81
37,60
38,68
39,67
40,71
41,83
42,85
43,26
44,72
45,26
46,25
47,87
48,95
49,78
50,91
51,78
52,91
53,80
54,101
55,42
56,82
57,42
58,34
59,39
60,38
61,75
62,70
